t, s
2.144144144144144101e-02,-2.010563914377535788e+00
2.150150150150149930e-02,-2.011928000971627828e+00
2.156156156156156106e-02,-2.013217205915498909e+00
2.162162162162162282e-02,-2.014428713094090995e+00
2.168168168168168111e-02,-2.015560050089715727e+00
2.174174174174174287e-02,-2.016609088833058117e+00
2.180180180180180116e-02,-2.017574045011765183e+00
2.186186186186186292e-02,-2.018453476268210256e+00
2.192192192192192121e-02,-2.019246279221603491e+00
2.198198198198198297e-02,-2.019951685352963100e+00
2.204204204204204126e-02,-2.020569255794600227e+00
2.210210210210210302e-02,-2.021098875068698231e+00
2.216216216216216131e-02,-2.021540743822229924e+00
2.222222222222222307e-02,-2.021895370607932119e+00
2.228228228228228136e-02,-2.022163562763265254e+00
2.234234234234234312e-02,-2.022346416441270556e+00
2.240240240240240141e-02,-2.022445305848976194e+00
2.246246246246246317e-02,-2.022461871750511175e+00
2.252252252252252146e-02,-2.022398009293343346e+00
2.258258258258258322e-02,-2.022255855217092613e+00
2.264264264264264151e-02,-2.022037774505140995e+00
2.270270270270270327e-02,-2.021746346539841532e+00
2.276276276276276156e-02,-2.021384350822430953e+00
2.282282282282282332e-02,-2.020954752318867342e+00
2.288288288288288161e-02,-2.020460686492682623e+00
2.294294294294294337e-02,-2.019905444085615009e+00
2.300300300300300166e-02,-2.019292455706231060e+00
2.306306306306306342e-02,-2.018625276286016401e+00
2.312312312312312171e-02,-2.017907569461457662e+00
2.318318318318318347e-02,-2.017143091939527899e+00
2.324324324324324176e-02,-2.016335677902677315e+00
2.330330330330330352e-02,-2.015489223507953120e+00
2.336336336336336181e-02,-2.014607671533254152e+00
2.342342342342342357e-02,-2.013694996221928601e+00
2.348348348348348186e-02,-2.012755188375012771e+00
2.354354354354354362e-02,-2.011792240738347282e+00
2.360360360360360191e-02,-2.010810133729641347e+00
2.366366366366366367e-02,-2.009812821548270900e+00
2.372372372372372196e-02,-2.008804218708219125e+00
2.378378378378378372e-02,-2.007788187032099714e+00
2.384384384384384201e-02,-2.006768523141660321e+00
2.390390390390390377e-02,-2.005748946477552863e+00
2.396396396396396206e-02,-2.004733087878499020e+00
2.402402402402402382e-02,-2.003724478747256121e+00
2.408408408408408211e-02,-2.002726540828074775e+00
2.414414414414414387e-02,-2.001742576617534297e+00
2.420420420420420216e-02,-2.000775760427911720e+00
2.426426426426426392e-02,-1.999829130119422205e+00
2.432432432432432221e-02,-1.998905579514915543e+00
2.438438438438438396e-02,-1.998007851507862753e+00
2.444444444444444225e-02,-1.997138531871722744e+00
2.450450450450450401e-02,-1.996300043776108923e+00
2.456456456456456230e-02,-1.995494643012508895e+00
2.462462462462462406e-02,-1.994724413929729323e+00
2.468468468468468582e-02,-1.993991266076701185e+00
2.474474474474474411e-02,-1.993296931547818174e+00
2.480480480480480587e-02,-1.992642963023585123e+00
2.486486486486486416e-02,-1.992030732497059198e+00
2.492492492492492592e-02,-1.991461430674339006e+00
2.498498498498498421e-02,-1.990936067035237844e+00
2.504504504504504597e-02,-1.990455470538254668e+00
2.510510510510510426e-02,-1.990020290952035475e+00
2.516516516516516602e-02,-1.989631000793709470e+00
2.522522522522522431e-02,-1.989287897852789477e+00
2.528528528528528607e-02,-1.988991108277741615e+00
2.534534534534534436e-02,-1.988740590200868130e+00
2.540540540540540612e-02,-1.988536137875815291e+00
2.546546546546546441e-02,-1.988377386300788752e+00
2.552552552552552617e-02,-1.988263816299475906e+00
2.558558558558558446e-02,-1.988194760030705721e+00
2.564564564564564622e-02,-1.988169406897040137e+00
2.570570570570570451e-02,-1.988186809821769208e+00
2.576576576576576627e-02,-1.988245891863201109e+00
2.582582582582582456e-02,-1.988345453134674923e+00
2.588588588588588632e-02,-1.988484177998377511e+00
2.594594594594594461e-02,-1.988660642500835962e+00
2.600600600600600637e-02,-1.988873322017853384e+00
2.606606606606606466e-02,-1.989120599076677154e+00
2.612612612612612642e-02,-1.989400771323318384e+00
2.618618618618618471e-02,-1.989712059603192529e+00
2.624624624624624647e-02,-1.990052616123595186e+00
2.630630630630630476e-02,-1.990420532666985931e+00
2.636636636636636652e-02,-1.990813848824613652e+00
2.642642642642642481e-02,-1.991230560220655921e+00
2.648648648648648657e-02,-1.991668626697799871e+00
2.654654654654654486e-02,-1.992125980436010302e+00
2.660660660660660662e-02,-1.992600533977141763e+00
2.666666666666666491e-02,-1.993090188129039486e+00
2.672672672672672667e-02,-1.993592839723824950e+00
2.678678678678678496e-02,-1.994106389206182994e+00
2.684684684684684672e-02,-1.994628748028645759e+00
2.690690690690690501e-02,-1.995157845832112198e+00
2.696696696696696677e-02,-1.995691637391104667e+00
2.702702702702702506e-02,-1.996228109304607257e+00
2.708708708708708682e-02,-1.996765286414685869e+00
2.714714714714714511e-02,-1.997301237936475848e+00
2.720720720720720687e-02,-1.997834083284550477e+00
2.726726726726726516e-02,-1.998361997582115634e+00
2.732732732732732692e-02,-1.998883216840931842e+00
2.738738738738738521e-02,-1.999396042801319107e+00
2.744744744744744697e-02,-1.999898847423071224e+00
2.750750750750750526e-02,-2.000390077019563062e+00
2.756756756756756702e-02,-2.000868256028789371e+00
2.762762762762762531e-02,-2.001331990416518547e+00
2.768768768768768707e-02,-2.001779970708168044e+00
2.774774774774774883e-02,-2.002210974647404829e+00
2.780780780780780712e-02,-2.002623869480875118e+00
2.786786786786786888e-02,-2.003017613869776614e+00
2.792792792792792717e-02,-2.003391259430336468e+00
2.798798798798798892e-02,-2.003743951906504783e+00
2.804804804804804721e-02,-2.004074931979423546e+00
2.810810810810810897e-02,-2.004383535719400644e+00
2.816816816816816726e-02,-2.004669194687270561e+00
2.822822822822822902e-02,-2.004931435693101616e+00
2.828828828828828731e-02,-2.005169880221242984e+00
2.834834834834834907e-02,-2.005384243531679545e+00
2.840840840840840736e-02,-2.005574333448584490e+00
2.846846846846846912e-02,-2.005740048847805657e+00
2.852852852852852741e-02,-2.005881377855823100e+00
2.858858858858858917e-02,-2.005998395773451293e+00
2.864864864864864746e-02,-2.006091262738205483e+00
2.870870870870870922e-02,-2.006160221139876132e+00
2.876876876876876751e-02,-2.006205592804374049e+00
2.882882882882882927e-02,-2.006227775961380022e+00
2.888888888888888756e-02,-2.006227242011736411e+00
2.894894894894894932e-02,-2.006204532110857031e+00
2.900900900900900761e-02,-2.006160253584688746e+00
2.906906906906906937e-02,-2.006095076194976734e+00
2.912912912912912766e-02,-2.006009728270715886e+00
2.918918918918918942e-02,-2.005904992722745472e+00
2.924924924924924771e-02,-2.005781702958467694e+00
2.930930930930930947e-02,-2.005640738713615256e+00
2.936936936936936776e-02,-2.005483021817885181e+00
2.942942942942942952e-02,-2.005309511911101517e+00
2.948948948948948781e-02,-2.005121202126344038e+00
2.954954954954954957e-02,-2.004919114756205989e+00
2.960960960960960786e-02,-2.004704296918028206e+00
2.966966966966966962e-02,-2.004477816233572351e+00
2.972972972972972791e-02,-2.004240756538192780e+00
2.978978978978978967e-02,-2.003994213634088695e+00
2.984984984984984796e-02,-2.003739291101725772e+00
2.990990990990990972e-02,-2.003477096182969319e+00
2.996996996996996801e-02,-2.003208735748897684e+00
3.003003003003002977e-02,-2.002935312364650944e+00
3.009009009009008806e-02,-2.002657920463033481e+00
3.015015015015014982e-02,-2.002377642637925614e+00
3.021021021021020811e-02,-2.002095546067861775e+00
3.027027027027026987e-02,-2.001812679079434609e+00
3.033033033033032816e-02,-2.001530067859448536e+00
3.039039039039038992e-02,-2.001248713324004669e+00
3.045045045045044821e-02,-2.000969588151952916e+00
3.051051051051050997e-02,-2.000693633989374831e+00
3.057057057057056826e-02,-2.000421758831001817e+00
3.063063063063063002e-02,-2.000154834583694807e+00
3.069069069069068831e-02,-1.999893694816351708e+00
3.075075075075075007e-02,-1.999639132699828403e+00
3.081081081081081183e-02,-1.999391899139707718e+00
3.087087087087087012e-02,-1.999152701103987795e+00
3.093093093093093188e-02,-1.998922200147025929e+00
3.099099099099099017e-02,-1.998701011130334715e+00
3.105105105105105193e-02,-1.998489701140119035e+00
3.111111111111111022e-02,-1.998288788600737442e+00
3.117117117117117198e-02,-1.998098742582598897e+00
3.123123123123123027e-02,-1.997919982302344355e+00
3.129129129129128856e-02,-1.997752876812528111e+00
3.135135135135135032e-02,-1.997597744877409154e+00
3.141141141141141208e-02,-1.997454855030875720e+00
3.147147147147147384e-02,-1.997324425811973336e+00
