t, e, s
5.386773547094188611e-03,3.000000000000000000e+00,5.972539703409104561e+00
5.400801603206412983e-03,3.000000000000000000e+00,5.972922228674637068e+00
5.414829659318637356e-03,3.000000000000000000e+00,5.973299425316776379e+00
5.428857715430861729e-03,3.000000000000000000e+00,5.973671367563895274e+00
5.442885771543086101e-03,3.000000000000000000e+00,5.974038128610351883e+00
5.456913827655310474e-03,3.000000000000000000e+00,5.974399780630902157e+00
5.470941883767534847e-03,3.000000000000000000e+00,5.974756394794898284e+00
5.484969939879759220e-03,3.000000000000000000e+00,5.975108041280292603e+00
5.498997995991983592e-03,3.000000000000000000e+00,5.975454789287450552e+00
5.513026052104208832e-03,3.000000000000000000e+00,5.975796707052770884e+00
5.527054108216433205e-03,3.000000000000000000e+00,5.976133861862106045e+00
5.541082164328657578e-03,3.000000000000000000e+00,5.976466320064012017e+00
5.555110220440881950e-03,3.000000000000000000e+00,5.976794147082800990e+00
5.569138276553106323e-03,3.000000000000000000e+00,5.977117407431416396e+00
5.583166332665330696e-03,3.000000000000000000e+00,5.977436164724126755e+00
5.597194388777555069e-03,3.000000000000000000e+00,5.977750481689049877e+00
5.611222444889779441e-03,3.000000000000000000e+00,5.978060420180489665e+00
5.625250501002003814e-03,3.000000000000000000e+00,5.978366041191112146e+00
5.639278557114228187e-03,3.000000000000000000e+00,5.978667404863951873e+00
5.653306613226452559e-03,3.000000000000000000e+00,5.978964570504238907e+00
5.667334669338677799e-03,3.000000000000000000e+00,5.979257596591075696e+00
5.681362725450902172e-03,3.000000000000000000e+00,5.979546540788947873e+00
5.695390781563126545e-03,3.000000000000000000e+00,5.979831459959061846e+00
5.709418837675350918e-03,3.000000000000000000e+00,5.980112410170542958e+00
5.723446893787575290e-03,3.000000000000000000e+00,5.980389446711468437e+00
5.737474949899799663e-03,3.000000000000000000e+00,5.980662624099743141e+00
5.751503006012024036e-03,3.000000000000000000e+00,5.980931996093830527e+00
5.765531062124248408e-03,3.000000000000000000e+00,5.981197615703336190e+00
5.779559118236472781e-03,3.000000000000000000e+00,5.981459535199431521e+00
5.793587174348697154e-03,3.000000000000000000e+00,5.981717806125146808e+00
5.807615230460921527e-03,3.000000000000000000e+00,5.981972479305508905e+00
5.821643286573145899e-03,3.000000000000000000e+00,5.982223604857548338e+00
5.835671342685371139e-03,3.000000000000000000e+00,5.982471232200157196e+00
5.849699398797595512e-03,3.000000000000000000e+00,5.982715410063819128e+00
5.863727454909819885e-03,3.000000000000000000e+00,5.982956186500193674e+00
5.877755511022044257e-03,3.000000000000000000e+00,5.983193608891576254e+00
5.891783567134268630e-03,3.000000000000000000e+00,5.983427723960221378e+00
5.905811623246493003e-03,3.000000000000000000e+00,5.983658577777535292e+00
5.919839679358717376e-03,3.000000000000000000e+00,5.983886215773146056e+00
5.933867735470941748e-03,3.000000000000000000e+00,5.984110682743838616e+00
5.947895791583166121e-03,3.000000000000000000e+00,5.984332022862377087e+00
5.961923847695390494e-03,3.000000000000000000e+00,5.984550279686191132e+00
5.975951903807614866e-03,3.000000000000000000e+00,5.984765496165950438e+00
5.989979959919840106e-03,3.000000000000000000e+00,5.984977714654016623e+00
6.004008016032064479e-03,3.000000000000000000e+00,5.985186976912778789e+00
6.018036072144288852e-03,3.000000000000000000e+00,5.985393324122868286e+00
6.032064128256513225e-03,3.000000000000000000e+00,5.985596796891268667e+00
6.046092184368737597e-03,3.000000000000000000e+00,5.985797435259300414e+00
6.060120240480961970e-03,3.000000000000000000e+00,5.985995278710505296e+00
6.074148296593186343e-03,3.000000000000000000e+00,5.986190366178414379e+00
6.088176352705410715e-03,3.000000000000000000e+00,5.986382736054210341e+00
6.102204408817635088e-03,3.000000000000000000e+00,5.986572426194280538e+00
6.116232464929859461e-03,3.000000000000000000e+00,5.986759473927667941e+00
6.130260521042083834e-03,3.000000000000000000e+00,5.986943916063419913e+00
6.144288577154308206e-03,3.000000000000000000e+00,5.987125788897827761e+00
6.158316633266533446e-03,3.000000000000000000e+00,5.987305128221568573e+00
6.172344689378757819e-03,3.000000000000000000e+00,5.987481969326758247e+00
6.186372745490982192e-03,3.000000000000000000e+00,5.987656347013881941e+00
6.200400801603206564e-03,3.000000000000000000e+00,5.987828295598649930e+00
6.214428857715430937e-03,3.000000000000000000e+00,5.987997848918756638e+00
6.228456913827655310e-03,3.000000000000000000e+00,5.988165040340529544e+00
6.242484969939879683e-03,3.000000000000000000e+00,5.988329902765496371e+00
6.256513026052104055e-03,3.000000000000000000e+00,5.988492468636867017e+00
6.270541082164328428e-03,3.000000000000000000e+00,5.988652769945913334e+00
6.284569138276552801e-03,3.000000000000000000e+00,5.988810838238261880e+00
6.298597194388777173e-03,3.000000000000000000e+00,5.988966704620105830e+00
6.312625250501002414e-03,3.000000000000000000e+00,5.989120399764327196e+00
6.326653306613226786e-03,3.000000000000000000e+00,5.989271953916528446e+00
6.340681362725451159e-03,3.000000000000000000e+00,5.989421396900990402e+00
6.354709418837675532e-03,3.000000000000000000e+00,5.989568758126533332e+00
6.368737474949899904e-03,3.000000000000000000e+00,5.989714066592313202e+00
6.382765531062124277e-03,3.000000000000000000e+00,5.989857350893522003e+00
6.396793587174348650e-03,3.000000000000000000e+00,5.989998639227017918e+00
6.410821643286573022e-03,3.000000000000000000e+00,5.990137959396874656e+00
6.424849699398797395e-03,3.000000000000000000e+00,5.990275338819850859e+00
6.438877755511021768e-03,3.000000000000000000e+00,5.990410804530784006e+00
6.452905811623246141e-03,3.000000000000000000e+00,5.990544383187918598e+00
6.466933867735471381e-03,3.000000000000000000e+00,5.990676101078139304e+00
6.480961923847695753e-03,3.000000000000000000e+00,5.990805984122158812e+00
6.494989979959920126e-03,3.000000000000000000e+00,5.990934057879604424e+00
6.509018036072144499e-03,3.000000000000000000e+00,5.991060347554059362e+00
6.523046092184368872e-03,3.000000000000000000e+00,5.991184877998016134e+00
6.537074148296593244e-03,3.000000000000000000e+00,5.991307673717768623e+00
6.551102204408817617e-03,3.000000000000000000e+00,5.991428758878236671e+00
6.565130260521041990e-03,3.000000000000000000e+00,5.991548157307718725e+00
6.579158316633266362e-03,3.000000000000000000e+00,5.991665892502579638e+00
6.593186372745490735e-03,3.000000000000000000e+00,5.991781987631882522e+00
6.607214428857715108e-03,3.000000000000000000e+00,5.991896465541939776e+00
6.621242484969939480e-03,3.000000000000000000e+00,5.992009348760809040e+00
6.635270541082164721e-03,3.000000000000000000e+00,5.992120659502734981e+00
6.649298597194389093e-03,3.000000000000000000e+00,5.992230419672512909e+00
6.663326653306613466e-03,3.000000000000000000e+00,5.992338650869798222e+00
6.677354709418837839e-03,3.000000000000000000e+00,5.992445374393364332e+00
6.691382765531062211e-03,3.000000000000000000e+00,5.992550611245290426e+00
6.705410821643286584e-03,3.000000000000000000e+00,5.992654382135091495e+00
6.719438877755510957e-03,3.000000000000000000e+00,5.992756707483798628e+00
6.733466933867735330e-03,3.000000000000000000e+00,5.992857607427974465e+00
6.747494989979959702e-03,3.000000000000000000e+00,5.992957101823678912e+00
6.761523046092184075e-03,3.000000000000000000e+00,5.993055210250370024e+00
6.775551102204408448e-03,3.000000000000000000e+00,5.993151952014766692e+00
6.789579158316633688e-03,3.000000000000000000e+00,5.993247346154639388e+00
6.803607214428858060e-03,3.000000000000000000e+00,5.993341411442560940e+00
6.817635270541082433e-03,3.000000000000000000e+00,5.993434166389602247e+00
6.831663326653306806e-03,3.000000000000000000e+00,5.993525629248969366e+00
6.845691382765531179e-03,3.000000000000000000e+00,5.993615818019600638e+00
6.859719438877755551e-03,3.000000000000000000e+00,5.993704750449706076e+00
6.873747494989979924e-03,3.000000000000000000e+00,5.993792444040263234e+00
6.887775551102204297e-03,3.000000000000000000e+00,5.993878916048457128e+00
6.901803607214428669e-03,3.000000000000000000e+00,5.993964183491078401e+00
6.915831663326653042e-03,3.000000000000000000e+00,5.994048263147870870e+00
6.929859719438877415e-03,3.000000000000000000e+00,5.994131171564836436e+00
6.943887775551102655e-03,3.000000000000000000e+00,5.994212925057485819e+00
6.957915831663327028e-03,3.000000000000000000e+00,5.994293539714058205e+00
6.971943887775551400e-03,3.000000000000000000e+00,5.994373031398676943e+00
6.985971943887775773e-03,3.000000000000000000e+00,5.994451415754477708e+00
7.000000000000000146e-03,3.000000000000000000e+00,5.994528708206684264e+00
