t, s
0.000000000000000000e+00,0.000000000000000000e+00
7.007007007007007868e-05,-6.958080474272956839e-02
1.401401401401401574e-04,-1.381899114359202707e-01
2.102102102102102496e-04,-2.058374974241318212e-01
2.802802802802803147e-04,-2.725336453006402815e-01
3.503503503503503798e-04,-3.382883437344406108e-01
4.204204204204204992e-04,-4.031114882903204522e-01
4.904904904904905643e-04,-4.670128822420602788e-01
5.605605605605606294e-04,-5.300022373788165764e-01
6.306306306306306945e-04,-5.920891748047441006e-01
7.007007007007007597e-04,-6.532832257319109992e-01
7.707707707707708248e-04,-7.135938322665625888e-01
8.408408408408409983e-04,-7.730303481887882411e-01
9.109109109109110635e-04,-8.316020397256430607e-01
9.809809809809811286e-04,-8.893180863177813089e-01
1.051051051051051085e-03,-9.461875813796509771e-01
1.121121121121121259e-03,-1.002219533053303691e+00
1.191191191191191432e-03,-1.057422864955872566e+00
1.261261261261261389e-03,-1.111806416920768426e+00
1.331331331331331563e-03,-1.165378945732646887e+00
1.401401401401401519e-03,-1.218149125856195392e+00
1.471471471471471693e-03,-1.270125550158793581e+00
1.541541541541541650e-03,-1.321316730627092095e+00
1.611611611611611823e-03,-1.371731099077567295e+00
1.681681681681681997e-03,-1.421377007861091668e+00
1.751751751751751953e-03,-1.470262730561577413e+00
1.821821821821822127e-03,-1.518396462688734960e+00
1.891891891891892084e-03,-1.565786322365000149e+00
1.961961961961962257e-03,-1.612440351006671824e+00
2.032032032032032431e-03,-1.658366513999313341e+00
2.102102102102102171e-03,-1.703572701367460418e+00
2.172172172172172344e-03,-1.748066728438683715e+00
2.242242242242242518e-03,-1.791856336502051006e+00
2.312312312312312691e-03,-1.834949193461038464e+00
2.382382382382382865e-03,-1.877352894480930789e+00
2.452452452452452605e-03,-1.919074962630760606e+00
2.522522522522522778e-03,-1.960122849519827737e+00
2.592592592592592952e-03,-2.000503935928845678e+00
2.662662662662663125e-03,-2.040225532435758105e+00
2.732732732732732865e-03,-2.079294880036268278e+00
2.802802802802803039e-03,-2.117719150759128421e+00
